Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
0,-0.31707,-0.19064,-0.34362,-0.095948,-0.099672,-0.59155,-0.52342,-0.4734,-0.18866,-0.80576,-0.6624,-0.16462,0.50275,0.96898,-0.089469,-0.095523,0.082438,0.12311,-0.26162,-0.16373,1.4179,0.60691
0,-0.31673,-0.22732,-0.34249,-0.095871,-0.099567,-0.61873,-0.52342,-0.48726,-0.18837,-0.62758,-0.50492,-0.27797,1.0972,-0.049019,-0.090432,-0.09299,-0.059784,-0.52342,3.3153,-0.16833,1.1479,1.0346
1,-0.30751,-0.24638,-0.30321,-0.091619,-0.094115,0.032981,-0.13889,0.02801,-0.17198,0.19259,-0.027877,-0.31824,-0.23624,-0.35057,-0.095875,-0.099651,-0.095628,0.4802,-0.25827,-0.1883,1.0196,0.019424
0,1.7435,-0.25114,1.5935,0.16389,0.27097,-0.41079,-0.39926,0.048646,0.71915,-0.6985,-0.41533,-0.21164,-0.25088,0.015583,-0.093874,-0.098517,-0.61873,-0.52342,-0.18623,-0.18113,-0.28457,0.61457
1,-0.3176,-0.24791,-0.3435,-0.095803,-0.099672,-0.61873,-0.52342,-0.48726,-0.18805,-0.72036,-0.61918,-0.31644,-0.15619,-0.34261,-0.095785,-0.099561,-0.48226,-0.38613,-0.36248,-0.18809,-0.61176,-0.49811
1,-0.29535,0.20484,-0.29691,-0.093683,-0.097857,-0.61873,-0.52342,-0.48726,-0.18048,-0.043378,0.12156,-0.31824,-0.23624,-0.35057,-0.095875,-0.099651,-0.095628,0.4802,-0.25827,-0.1883,1.0196,0.019424
0,-0.31632,-0.24779,-0.34659,-0.095775,-0.099543,-0.61873,-0.52342,-0.48726,-0.18791,-0.77729,-0.61512,1.1923,-0.2508,-0.31646,-0.049884,-0.0034027,0.71769,0.66075,4.8335,-0.01651,-0.73074,-0.36381
0,-0.31125,-0.24278,-0.3079,-0.093901,-0.097489,0.092517,-0.398,-0.14803,-0.18145,0.64127,-0.081502,-0.21164,-0.25088,0.015583,-0.093874,-0.098517,-0.61873,-0.52342,-0.18623,-0.18113,-0.28457,0.61457
1,-0.19202,-0.25215,-0.31955,-0.072729,-0.054726,-0.061796,-0.52342,-0.095365,-0.095341,-0.76945,-0.57449,-0.31849,-0.25338,-0.35182,-0.095931,-0.099672,-0.61873,-0.52342,-0.48726,-0.18859,1.1395,0.031295
1,0.026776,-0.24975,0.078996,-0.033633,-0.068497,-0.25711,0.38969,-0.14909,-0.0018417,-0.67672,-0.42739,-0.27081,0.37722,-0.074218,-0.085411,-0.095968,0.063154,-0.52342,-0.044186,-0.16151,0.33478,0.10397
0,-0.15057,-0.2463,-0.089135,-0.078427,-0.079917,0.068002,-0.52342,-0.070126,-0.12124,-0.29146,0.22086,16.583,2.4982,14.094,1.1234,0.55138,-0.61873,-0.52342,-0.48726,1.7774,-0.63803,-0.30858
1,2.0421,-0.25411,1.2119,-0.030736,-0.018061,-0.61873,-0.52342,-0.48726,0.073869,-0.55388,-0.12027,-0.27797,1.0972,-0.049019,-0.090432,-0.09299,-0.059784,-0.52342,3.3153,-0.16833,1.1479,1.0346
1,-0.14839,-0.21458,-0.18565,-0.095047,-0.099243,-0.40638,-0.26094,-0.40639,-0.1854,1.6448,0.77796,0.097325,-0.25354,0.47011,-0.091062,-0.094178,-0.3567,0.0067948,-0.35366,-0.16854,0.47677,0.2556
0,-0.31853,-0.25564,-0.35218,-0.095955,-0.099672,-0.61873,-0.52342,-0.47434,-0.1887,-0.80576,-0.66435,1.8245,-0.24111,1.4233,0.069468,0.11707,2.1726,5.9846,1.0474,0.40831,-0.58991,-0.27306
0,-0.3058,0.24405,-0.34374,-0.09566,-0.098924,-0.51915,-0.0255,1.7574,-0.18827,0.34852,2.1313,-0.27253,-0.25461,-0.33072,-0.092961,-0.095426,0.055531,0.63951,0.14788,-0.17808,-0.71838,-0.2898
0,-0.29886,-0.25494,-0.30969,-0.094763,-0.098058,-0.15221,0.24898,0.081271,-0.18432,-0.6635,-0.30171,-0.16462,0.50275,0.96898,-0.089469,-0.095523,0.082438,0.12311,-0.26162,-0.16373,1.4179,0.60691
0,1.0054,0.15431,0.58886,0.091105,-0.099074,-0.54497,-0.39926,-0.43528,0.47656,-0.76039,-0.58367,-0.27797,1.0972,-0.049019,-0.090432,-0.09299,-0.059784,-0.52342,3.3153,-0.16833,1.1479,1.0346
1,-0.27146,-0.20885,-0.018887,-0.081777,-0.082768,0.23952,2.0697,0.07836,-0.141,-0.22086,-0.29542,-0.3058,0.24405,-0.34374,-0.09566,-0.098924,-0.51915,-0.0255,1.7574,-0.18827,0.34852,2.1313
1,-0.291,0.2915,-0.04058,-0.085969,-0.09615,0.72973,-0.52342,0.17718,-0.15678,1.9856,0.88453,-0.24298,2.8559,-0.2578,-0.084945,-0.091804,-0.61873,-0.52342,-0.48726,-0.16033,0.3543,1.3777
0,-0.3181,-0.23671,-0.35046,-0.095955,-0.099672,-0.51133,-0.52342,-0.40585,-0.1887,-0.80576,-0.66435,-0.25874,-0.23653,-0.11017,-0.093932,-0.097378,-0.39526,-0.52342,-0.11074,-0.18012,1.2557,0.48246
0,-0.29684,-0.23897,-0.19534,-0.090487,-0.096047,2.2677,1.1561,0.77149,-0.16894,0.40319,-0.1618,0.49554,-0.24826,0.36908,-0.065168,-0.09049,0.16265,0.77974,-0.23479,-0.095556,-0.60375,-0.32073
1,-0.078103,-0.1936,0.40676,-0.084497,-0.08567,-0.16308,-0.03048,-0.23794,-0.14279,-0.34523,-0.38868,-0.29506,0.59679,-0.26636,-0.095942,-0.099654,-0.61873,-0.52342,-0.48726,-0.18862,-0.39773,-0.37147
0,-0.31838,-0.25324,-0.35147,-0.095955,-0.099672,-0.59288,-0.52342,-0.47408,-0.1887,-0.80576,-0.66435,-0.20593,-0.23905,-0.18625,-0.093121,-0.097327,0.67386,0.74943,0.17529,-0.17769,0.7049,0.24564
1,-0.25616,-0.18785,-0.32561,-0.092545,-0.098057,-0.36444,-0.52342,-0.33172,-0.17596,0.16756,1.1945,-0.31798,-0.24767,-0.34968,-0.095939,-0.099672,-0.61873,-0.52342,-0.46102,-0.18862,7.1271,1.3658
0,-0.31576,-0.22377,-0.33578,-0.094504,-0.099302,-0.47167,-0.52342,-0.42469,-0.18454,-0.19854,-0.2203,-0.21991,0.05042,-0.20295,-0.0954,-0.099258,-0.61873,-0.52342,-0.48726,-0.18622,2.242,2.431
0,-0.3181,-0.25474,-0.34992,-0.095859,-0.09959,-0.61873,-0.52342,-0.48726,-0.18834,-0.60174,-0.41389,0.20492,-0.23961,0.27714,-0.093269,-0.097727,-0.61873,-0.52342,-0.47395,-0.17837,-0.67567,-0.52911
0,-0.31619,-0.23297,-0.34653,-0.094932,-0.098317,-0.28874,0.24462,-0.24194,-0.18565,1.5504,0.10713,-0.31839,-0.23852,-0.35194,-0.095949,-0.099672,-0.56726,-0.52342,-0.44702,-0.18866,-0.78678,-0.57586
1,-0.060158,-0.21317,0.26615,-0.0070562,-0.0032712,0.81765,-0.52342,1.2542,0.11795,-0.24476,0.19777,-0.31597,-0.13709,-0.32853,-0.095695,-0.099423,-0.44504,-0.398,-0.44887,-0.18769,0.013348,-0.362
0,-0.31831,-0.24426,-0.35164,-0.095498,-0.099672,-0.31026,-0.52342,-0.34612,-0.18762,-0.2968,-0.40656,-0.08936,-0.015154,0.61608,-0.029953,-0.032336,-0.158,0.10912,0.34581,0.057586,-0.22869,-0.18631
1,4.2349,-0.2146,0.71135,0.063452,-0.034007,0.13727,0.37938,-0.32764,0.25072,-0.65028,-0.059016,-0.25614,-0.14717,-0.32983,-0.095428,-0.099124,-0.53824,-0.52342,0.89496,-0.18687,-0.6264,0.046195
0,-0.018961,2.7895,0.053025,-0.086901,-0.092343,1.5798,0.11044,0.31679,-0.1642,1.4316,1.4597,-0.29088,-0.25625,-0.1762,-0.092321,-0.096951,-0.54645,-0.40294,-0.47498,-0.17327,1.4876,0.84132
1,2.2308,0.41796,0.81939,6.2872,5.0427,0.55617,0.28303,0.22181,7.4762,-0.75501,-0.44613,-0.093886,-0.24987,0.069368,-0.058981,-0.056379,0.014667,0.92966,0.45946,-0.045274,-0.43505,-0.22665
1,0.76011,-0.25167,0.40129,0.40329,0.085297,2.195,6.2288,0.47951,1.0897,-0.64568,-0.29328,-0.25263,-0.24062,-0.2682,-0.086128,-0.087038,2.7352,1.2401,0.91703,-0.15814,-0.54501,0.10623
0,-0.31851,-0.25482,-0.352,-0.095955,-0.099672,-0.59415,-0.52342,-0.47473,-0.1887,-0.80576,-0.66435,-0.31771,-0.22542,-0.34713,-0.095924,-0.099651,-0.59209,-0.52342,-0.46036,-0.18859,2.2719,0.082192
0,0.097325,-0.25354,0.47011,-0.091062,-0.094178,-0.3567,0.0067948,-0.35366,-0.16854,0.47677,0.2556,-0.20753,-0.24991,0.11834,-0.089516,-0.089811,-0.30621,0.26319,-0.25939,-0.16434,-0.35885,-0.24332
1,0.38827,2.7219,0.54173,0.26806,0.39266,0.45535,-0.52342,9.7357,0.83574,-0.70172,-0.48063,-0.31824,-0.23624,-0.35057,-0.095875,-0.099651,-0.095628,0.4802,-0.25827,-0.1883,1.0196,0.019424
0,-0.18389,-0.21369,-0.2534,-0.094532,-0.09829,0.15202,-0.14033,-0.22717,-0.18267,2.7935,5.0142,-0.20287,-0.10372,-0.13228,-0.08704,-0.089203,0.11871,0.48438,0.041091,-0.15663,-0.20701,0.87018
0,-0.31576,-0.22377,-0.33578,-0.094504,-0.099302,-0.47167,-0.52342,-0.42469,-0.18454,-0.19854,-0.2203,-0.31828,-0.25203,-0.35129,-0.095946,-0.099672,-0.61873,-0.52342,-0.48726,-0.18866,-0.79627,-0.63811
0,0.25869,-0.25631,0.37431,-0.092767,-0.097868,-0.61873,-0.52342,-0.48726,-0.17471,-0.45917,-0.18028,-0.26233,-0.23015,0.23905,-0.088983,-0.09307,0.54432,0.75803,0.086642,-0.16033,0.95486,0.31739
0,-0.31854,-0.25147,-0.352,-0.095906,-0.099672,-0.61873,-0.52342,-0.46063,-0.18852,0.11088,-0.41356,-0.31847,-0.24949,-0.35176,-0.095719,-0.099568,-0.49069,-0.39286,-0.40957,-0.18794,-0.10041,-0.28516
0,-0.30494,-0.18456,-0.35176,-0.095931,-0.099652,-0.61873,-0.52342,-0.48726,-0.18859,-0.78046,-0.62563,-0.19148,-0.22423,0.047914,-0.071664,-0.070498,2.3067,-0.13943,0.60522,-0.10348,-0.17572,-0.18445
1,-0.20753,-0.24991,0.11834,-0.089516,-0.089811,-0.30621,0.26319,-0.25939,-0.16434,-0.35885,-0.24332,-0.26987,-0.25046,-0.29465,-0.032382,-0.024666,2.574,3.8755,4.4507,-0.042835,-0.68895,-0.37416
1,-0.20753,-0.24991,0.11834,-0.089516,-0.089811,-0.30621,0.26319,-0.25939,-0.16434,-0.35885,-0.24332,-0.28443,0.63723,-0.26689,-0.095577,-0.099351,-0.56775,-0.52342,-0.22376,-0.18701,-0.12154,-0.28362
1,-0.27253,-0.25461,-0.33072,-0.092961,-0.095426,0.055531,0.63951,0.14788,-0.17808,-0.71838,-0.2898,-0.31822,-0.2467,-0.35182,-0.095948,-0.099651,-0.61873,-0.52342,-0.40666,-0.18866,-0.3408,0.21685
0,-0.14839,-0.21458,-0.18565,-0.095047,-0.099243,-0.40638,-0.26094,-0.40639,-0.1854,1.6448,0.77796,-0.076094,-0.24519,0.61869,0.037092,-0.013404,0.1842,0.60234,0.75878,0.25793,-0.35391,-0.25382
0,-0.31731,-0.22169,-0.35111,-0.095803,-0.09965,-0.56828,-0.52342,-0.44822,-0.18805,0.00028222,-0.19318,-0.28443,0.63723,-0.26689,-0.095577,-0.099351,-0.56775,-0.52342,-0.22376,-0.18701,-0.12154,-0.28362
0,-0.31632,-0.24779,-0.34659,-0.095775,-0.099543,-0.61873,-0.52342,-0.48726,-0.18791,-0.77729,-0.61512,0.097325,-0.25354,0.47011,-0.091062,-0.094178,-0.3567,0.0067948,-0.35366,-0.16854,0.47677,0.2556
0,-0.31314,-0.21698,-0.28877,-0.094812,-0.098752,0.69121,-0.008652,0.4077,-0.18418,2.2577,0.49244,0.75817,-0.24153,0.99501,-0.077984,-0.078913,-0.53923,-0.38613,-0.44768,-0.11994,-0.41208,0.017234
1,-0.13119,-0.067322,-0.15296,-0.086455,-0.087455,0.14707,-0.26604,0.090105,-0.1538,-0.41655,-0.12472,-0.29535,0.20484,-0.29691,-0.093683,-0.097857,-0.61873,-0.52342,-0.48726,-0.18048,-0.043378,0.12156
0,0.3515,-0.245,0.83972,-0.060384,-0.042763,-0.16436,-0.15709,-0.16192,-0.04427,-0.25877,-0.096633,-0.3168,-0.24218,-0.3391,-0.095765,-0.099524,-0.38623,-0.52342,-0.40801,-0.18805,0.51744,0.14678
0,-0.31828,-0.25203,-0.35129,-0.095946,-0.099672,-0.61873,-0.52342,-0.48726,-0.18866,-0.79627,-0.63811,-0.31426,-0.2428,-0.32514,-0.09555,-0.099405,0.94652,0.74317,-0.12087,-0.18741,0.36271,0.1706
0,-0.24075,-0.23808,-0.086342,-0.089262,-0.092015,0.57683,1.2893,0.016257,-0.16402,-0.018751,-0.34343,-0.2135,-0.24916,-0.28918,-0.079323,-0.085928,0.7671,1.0055,0.23043,-0.12428,-0.67612,-0.42037
0,-0.31049,-0.1208,-0.32549,-0.095947,-0.099672,-0.61873,-0.52342,-0.31549,-0.18866,0.42782,-0.15468,-0.31686,-0.18892,-0.34725,-0.095856,-0.099544,-0.35966,-0.2649,-0.29116,-0.1883,-0.7164,-0.57762
1,-0.21164,-0.25088,0.015583,-0.093874,-0.098517,-0.61873,-0.52342,-0.18623,-0.18113,-0.28457,0.61457,-0.31406,-0.25613,-0.33964,-0.094041,-0.097404,-0.59155,-0.52342,-0.13203,-0.1817,-0.69494,-0.56432
1,0.3267,-0.24969,0.57763,0.60728,1.3299,-0.41459,-0.27383,0.36995,1.6971,-0.77642,-0.55838,-0.31125,-0.24278,-0.3079,-0.093901,-0.097489,0.092517,-0.398,-0.14803,-0.18145,0.64127,-0.081502
1,1.8245,-0.24111,1.4233,0.069468,0.11707,2.1726,5.9846,1.0474,0.40831,-0.58991,-0.27306,-0.31853,-0.25423,-0.35206,-0.095919,-0.099672,-0.591,-0.52342,-0.45954,-0.18852,0.19439,-0.45332
0,-0.28134,-0.24266,-0.13359,-0.089872,-0.090925,-0.090338,0.67988,-0.11225,-0.16424,-0.018292,0.0055985,-0.25031,2.3417,0.16725,-0.063822,-0.065533,-0.1618,-0.52342,1.3604,-0.089459,0.19756,0.27147
0,-0.29506,0.59679,-0.26636,-0.095942,-0.099654,-0.61873,-0.52342,-0.48726,-0.18862,-0.39773,-0.37147,0.76641,-0.16504,0.35767,0.15337,0.18956,0.71689,0.8747,3.0148,0.58878,-0.74067,-0.46694
0,-0.31838,-0.25324,-0.35147,-0.095955,-0.099672,-0.59288,-0.52342,-0.47408,-0.1887,-0.80576,-0.66435,0.28248,-0.24957,0.010769,-0.062556,-0.078922,0.61985,3.3546,0.1851,-0.067976,-0.71041,-0.42905
0,-0.29088,-0.25625,-0.1762,-0.092321,-0.096951,-0.54645,-0.40294,-0.47498,-0.17327,1.4876,0.84132,0.4092,-0.24129,2.119,0.025952,0.038033,0.22872,2.8313,0.69637,0.24896,-0.2558,-0.24713
1,2.5074,-0.24662,0.099025,2.3214,3.049,-0.46165,-0.52342,-0.35318,6.5422,-0.74868,-0.45161,-0.31518,-0.24149,-0.34564,-0.095873,-0.099611,-0.5396,-0.52342,-0.42067,-0.1883,-0.67981,-0.5721
1,-0.08936,-0.015154,0.61608,-0.029953,-0.032336,-0.158,0.10912,0.34581,0.057586,-0.22869,-0.18631,0.07434,-0.20253,0.43529,-0.092738,-0.096865,0.062253,0.78324,-0.22512,-0.17611,-0.25147,-0.039537
1,3.5791,-0.25484,1.1886,0.0077706,-0.022323,-0.3585,-0.27258,-0.36642,0.16622,-0.69211,-0.29966,0.44846,-0.25449,0.23465,-0.081639,-0.078304,-0.59182,-0.52342,-0.44757,-0.12751,-0.71107,-0.52702
1,-0.31499,-0.22183,-0.34154,-0.095165,-0.09933,0.073652,0.0060501,-0.25084,-0.18565,-0.34554,-0.3108,-0.31745,-0.25635,-0.34784,-0.09448,-0.096591,4.734,-0.52342,1.7658,-0.18342,-0.71061,-0.40077
1,-0.041581,-0.19986,0.085771,-0.085042,-0.086339,0.93271,1.9216,-0.054895,-0.14562,0.021531,-0.035187,-0.31576,-0.22377,-0.33578,-0.094504,-0.099302,-0.47167,-0.52342,-0.42469,-0.18454,-0.19854,-0.2203
0,-0.26181,2.1603,-0.21763,-0.093621,-0.098011,0.53788,-0.52342,-0.14141,-0.18131,0.78758,0.4284,2.652,-0.24868,2.055,0.5118,0.8646,0.024585,1.679,0.13713,2.0292,-0.70804,-0.4666
0,-0.31795,-0.2488,-0.35099,-0.095486,-0.099071,-0.29394,0.22328,-0.32034,-0.18744,-0.39475,-0.31124,-0.29532,-0.23905,-0.27884,-0.08687,-0.092402,-0.31419,0.36814,0.62922,-0.15294,-0.49354,-0.33254
1,-0.3166,-0.2141,-0.34118,-0.095713,-0.099542,-0.16334,0.11682,-0.29268,-0.18766,-0.054162,-0.1595,-0.31691,-0.19348,-0.34451,-0.095955,-0.099672,-0.61873,-0.52342,-0.48726,-0.1887,-0.80576,-0.66435
1,1.8245,-0.24111,1.4233,0.069468,0.11707,2.1726,5.9846,1.0474,0.40831,-0.58991,-0.27306,-0.21164,-0.25088,0.015583,-0.093874,-0.098517,-0.61873,-0.52342,-0.18623,-0.18113,-0.28457,0.61457
1,-0.31828,-0.24626,-0.34879,-0.09594,-0.099672,-0.61873,-0.52342,-0.48726,-0.18862,2.1691,-0.082055,-0.31793,-0.251,-0.34939,-0.095537,-0.099435,-0.514,-0.39021,-0.38165,-0.18705,-0.19743,-0.45182
1,-0.26097,-0.24692,0.01903,-0.071682,-0.085385,-0.10658,0.6264,-0.15857,-0.10614,-0.23076,-0.30734,8.1953,0.69178,5.0206,0.50609,0.46308,-0.59155,-0.52342,-0.40739,1.9995,-0.70542,-0.42022
0,-0.29506,0.59679,-0.26636,-0.095942,-0.099654,-0.61873,-0.52342,-0.48726,-0.18862,-0.39773,-0.37147,-0.28443,0.63723,-0.26689,-0.095577,-0.099351,-0.56775,-0.52342,-0.22376,-0.18701,-0.12154,-0.28362
1,-0.25263,-0.24062,-0.2682,-0.086128,-0.087038,2.7352,1.2401,0.91703,-0.15814,-0.54501,0.10623,-0.23563,-0.19976,0.6181,-0.083219,-0.091254,0.078672,0.1194,-0.091309,-0.14125,1.7386,0.98619
0,-0.30788,-0.16526,-0.22844,-0.094384,-0.099054,0.31782,-0.26304,-0.0056414,-0.18328,0.97434,-0.23592,-0.19662,-0.2486,-0.11974,-0.093423,-0.096447,-0.42279,-0.52342,-0.39976,-0.17783,-0.31017,-0.37453
1,-0.28627,0.35986,-0.23653,-0.094166,-0.098303,0.64317,-0.52342,-0.015796,-0.18188,0.65274,0.11447,-0.31597,-0.13709,-0.32853,-0.095695,-0.099423,-0.44504,-0.398,-0.44887,-0.18769,0.013348,-0.362
0,-0.25737,-0.25207,-0.29631,-0.090811,-0.092044,-0.40585,-0.52342,0.53696,-0.17198,-0.52115,-0.37291,-0.22474,-0.20915,-0.077368,-0.069831,-0.069208,0.38227,2.0699,0.4095,-0.092256,-0.4304,-0.30258
0,-0.31328,-0.22609,-0.32413,-0.094467,-0.0991,1.4122,0.39153,0.15696,-0.18411,0.21367,-0.22435,-0.25565,-0.24902,0.062177,-0.071999,-0.082967,-0.13027,-0.398,-0.11889,-0.10495,-0.24032,-0.33789
1,-0.28488,-0.2255,-0.1447,-0.091575,-0.097053,0.047749,0.50341,-0.20108,-0.1713,2.3616,1.4449,-0.31261,-0.2406,-0.31456,-0.095081,-0.098796,-0.43926,-0.13552,-0.37111,-0.18497,0.61452,0.51582
0,-0.079516,-0.18997,0.045536,-0.084644,-0.092557,-0.41061,-0.26182,-0.34254,-0.1495,-0.13527,0.11424,-0.31842,-0.23766,-0.35194,-0.095939,-0.099651,-0.54242,-0.39926,-0.44848,-0.18862,-0.79153,-0.64272
0,-0.30649,0.16501,-0.3249,-0.095905,-0.099611,-0.51659,-0.012689,-0.35841,-0.18845,1.3632,1.0985,0.026776,-0.24975,0.078996,-0.033633,-0.068497,-0.25711,0.38969,-0.14909,-0.0018417,-0.67672,-0.42739
1,0.065232,-0.22871,0.54767,0.15701,0.39282,1.7275,0.66362,0.48329,0.67055,-0.60341,-0.41362,-0.31576,-0.22377,-0.33578,-0.094504,-0.099302,-0.47167,-0.52342,-0.42469,-0.18454,-0.19854,-0.2203
0,-0.078103,-0.1936,0.40676,-0.084497,-0.08567,-0.16308,-0.03048,-0.23794,-0.14279,-0.34523,-0.38868,0.09394,-0.10794,0.81024,0.11523,0.42208,0.85611,-0.39286,0.28954,-0.058113,-0.18069,-0.082768
1,0.55653,-0.24077,1.4676,-0.034411,-0.061526,2.4183,3.2209,0.44296,0.035852,-0.3007,-0.19211,-0.31798,-0.24767,-0.34968,-0.095939,-0.099672,-0.61873,-0.52342,-0.46102,-0.18862,7.1271,1.3658
0,-0.1255,-0.17832,0.072578,-0.092687,-0.098656,0.84507,-0.14441,-0.065022,-0.17715,1.5671,0.67676,-0.19281,-0.24105,0.171,-0.0919,-0.097073,-0.46046,-0.52342,-0.43333,-0.17241,0.1056,-0.20208
1,-0.31369,-0.14281,-0.31616,-0.093219,-0.096268,-0.61873,-0.52342,-0.31678,-0.18059,-0.10951,0.068617,-0.20287,-0.10372,-0.13228,-0.08704,-0.089203,0.11871,0.48438,0.041091,-0.15663,-0.20701,0.87018
0,-0.31849,-0.25062,-0.35212,-0.095886,-0.099653,-0.59415,-0.52342,-0.47473,-0.18837,-0.79838,-0.6386,-0.31839,-0.24955,-0.35176,-0.095869,-0.099651,-0.51852,-0.52342,-0.38435,-0.18845,-0.61598,0.028517
1,-0.086436,5.0022,0.049162,-0.092471,-0.094513,-0.61873,-0.52342,-0.14474,-0.17496,0.062367,-0.18292,-0.31572,-0.25453,-0.30737,-0.095215,-0.099285,0.21005,0.54231,-0.10189,-0.18586,0.86155,-0.16408
0,-0.31847,-0.24559,-0.35224,-0.095832,-0.099654,-0.54497,-0.398,-0.42496,-0.18827,-0.74171,-0.56257,-0.29986,-0.23925,-0.25661,-0.09447,-0.098803,-0.29383,-0.28246,-0.43589,-0.18285,0.44709,-0.14448
0,-0.21991,0.05042,-0.20295,-0.0954,-0.099258,-0.61873,-0.52342,-0.48726,-0.18622,2.242,2.431,0.28248,-0.24957,0.010769,-0.062556,-0.078922,0.61985,3.3546,0.1851,-0.067976,-0.71041,-0.42905
1,-0.29298,-0.22102,-0.32282,-0.088921,-0.09352,-0.61873,-0.52342,-0.48726,-0.16721,-0.66175,-0.11682,-0.31369,-0.14281,-0.31616,-0.093219,-0.096268,-0.61873,-0.52342,-0.31678,-0.18059,-0.10951,0.068617
1,-0.31349,-0.23749,-0.35158,-0.095936,-0.099645,-0.591,-0.52342,-0.47312,-0.18862,-0.32656,-0.052084,-0.31642,-0.25472,-0.34237,-0.095689,-0.09925,-0.61873,-0.52342,-0.38176,-0.1878,-0.68772,-0.59364
1,-0.17608,-0.24525,0.016712,-0.077826,-0.079381,-0.20162,-0.13171,-0.32966,-0.11621,-0.084876,0.021148,-0.078103,-0.1936,0.40676,-0.084497,-0.08567,-0.16308,-0.03048,-0.23794,-0.14279,-0.34523,-0.38868
1,-0.098112,6.4406,-0.2994,-0.088566,-0.086297,-0.61873,-0.52342,-0.48726,-0.16259,-0.57201,-0.21336,-0.31828,-0.24502,-0.35034,-0.095917,-0.099672,-0.56956,-0.52342,-0.46244,-0.18862,-0.71087,-0.5575
0,-0.31711,-0.19112,-0.3495,-0.095807,-0.099429,-0.61873,-0.52342,-0.43383,-0.18809,-0.75831,-0.57002,-0.25031,2.3417,0.16725,-0.063822,-0.065533,-0.1618,-0.52342,1.3604,-0.089459,0.19756,0.27147
1,4.2349,-0.2146,0.71135,0.063452,-0.034007,0.13727,0.37938,-0.32764,0.25072,-0.65028,-0.059016,-0.20593,-0.23905,-0.18625,-0.093121,-0.097327,0.67386,0.74943,0.17529,-0.17769,0.7049,0.24564
1,-0.085475,0.52811,0.043872,-0.094307,-0.099176,-0.39025,-0.27878,-0.37089,-0.1826,2.956,1.8583,-0.28745,-0.23707,-0.1935,-0.087623,-0.092595,-0.23627,0.48824,-0.33028,-0.15688,-0.15378,-0.35111
